athlete_id,first_name,last_name,major,previous_school,height_raw,height_in,weight_raw,weight_lbs,sport,athletic_year,season,division,gender,conference,school,position_raw,position_group,class_year_raw,class_standing,hometown_raw,hometown_city,hometown_state,origin,high_school,high_school_is_academy,source_url
sb_7744e8ed6250,Ashley,Williamson,,,5-3,63.0,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,INF,Infield,So.,So,"Milan, Tenn.",Milan,TN,domestic,Milan,0,https://cbubucs.com/sports/softball/roster/2026
sb_dce2f4c60d0e,Marin,Beeson,,Delta State,5-6,66.0,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,OF,Outfield,Jr.,Jr,"Pass Christian, Miss.",Pass Christian,MS,domestic,Pass Christian,0,https://cbubucs.com/sports/softball/roster/2026
sb_c3940caaf011,Gracie,Dice,,,,,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,C,Catcher,Fr.,Fr,"Elroad, AL",Elroad,AL,domestic,NORTH RIVER CHRISTIAN,0,https://cbubucs.com/sports/softball/roster/2026
sb_d6f46fd0ee77,Brynley,DeLancey,,,5-2,62.0,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,OF,Outfield,Jr.,Jr,"Collierville, Tenn.",Collierville,TN,domestic,Houston,0,https://cbubucs.com/sports/softball/roster/2026
sb_3dc7414c95b6,Jenna,Bettge,,Pierce CC,5-5,65.0,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,OF,Outfield,Sr.,Sr,"Federal Way, Wash.",Federal Way,WA,domestic,Decatur,0,https://cbubucs.com/sports/softball/roster/2026
sb_bc6381f97eca,Dakota,Davis,,,,,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,UT,Utility,Fr.,Fr,"Brandon, MS",Brandon,MS,domestic,Brandon High School,0,https://cbubucs.com/sports/softball/roster/2026
sb_7af19c5e59e6,Ayvah,Falaniko,,New Mexico Highlands,6-0,72.0,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,P,Pitcher,Fr.,Fr,"pago pago, American Samoa",pago pago,AS,domestic,New Mexico Highlands,0,https://cbubucs.com/sports/softball/roster/2026
sb_b8ce682f4e3b,Emily,Schooler,,,5-10,70.0,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,P,Pitcher,Sr.,Sr,"Winchester, Ky.",Winchester,KY,domestic,George Rogers Clark,0,https://cbubucs.com/sports/softball/roster/2026
sb_360ae2087158,McKenzie,Shinabery,,Jefferson Community College,,,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,OF,Outfield,Jr.,Jr,"Marion, AR",Marion,AR,domestic,Marion High School,0,https://cbubucs.com/sports/softball/roster/2026
sb_88aa94a4100d,Lily,Hurley,,St. Louis Community College,,,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,P/ UT,Multi,Jr.,Jr,"Appleton, WI",Appleton,WI,domestic,Appleton West High School,0,https://cbubucs.com/sports/softball/roster/2026
sb_5ffe4cce4790,Vivian,Watts,,Pierce CC,5-3,63.0,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,P,Pitcher,Sr.,Sr,"Yelm, Wash.",Yelm,WA,domestic,Yelm,0,https://cbubucs.com/sports/softball/roster/2026
sb_2d76813658fa,Kamryn,Neely,,,5-5,65.0,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,C,Catcher,So.,So,"Niceville, Fla.",Niceville,FL,domestic,Niceville,0,https://cbubucs.com/sports/softball/roster/2026
sb_c0634ee920d8,Mandie,Barrow,,SW Tennessee CC,5-7,67.0,,,softball,2025-26,2026,D2,Women,Gulf South Conference,Christian Brothers,OF,Outfield,Sr.,Sr,"La Vergne, Tenn.",La Vergne,TN,domestic,Middle Tennessee Christian,0,https://cbubucs.com/sports/softball/roster/2026
